# Region type : patch heater_to_fins
# Faces  :    56
# Area   :    1.000000e-04
# Time        	areaAverage(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.991844e+02
3             	3.014562e+02
4             	3.037306e+02
5             	3.060030e+02
6             	3.082658e+02
7             	3.105166e+02
8             	3.127538e+02
9             	3.149765e+02
10            	3.171844e+02
11            	3.193772e+02
12            	3.215548e+02
13            	3.237172e+02
14            	3.258644e+02
15            	3.279965e+02
16            	3.301136e+02
17            	3.322158e+02
18            	3.343032e+02
19            	3.363760e+02
20            	3.384342e+02
21            	3.404780e+02
22            	3.425076e+02
23            	3.445229e+02
24            	3.465242e+02
25            	3.485116e+02
26            	3.504851e+02
27            	3.524449e+02
28            	3.543910e+02
29            	3.563237e+02
30            	3.582429e+02
31            	3.601488e+02
32            	3.620414e+02
33            	3.639207e+02
34            	3.657869e+02
35            	3.676401e+02
36            	3.694803e+02
37            	3.713077e+02
38            	3.731222e+02
39            	3.749239e+02
40            	3.767130e+02
41            	3.784895e+02
42            	3.802536e+02
43            	3.820052e+02
44            	3.837446e+02
45            	3.854717e+02
46            	3.871865e+02
47            	3.888893e+02
48            	3.905800e+02
49            	3.922588e+02
50            	3.939257e+02
51            	3.955808e+02
52            	3.972241e+02
53            	3.988559e+02
54            	4.004761e+02
55            	4.020848e+02
56            	4.036822e+02
57            	4.052683e+02
58            	4.068431e+02
59            	4.084068e+02
60            	4.099595e+02
61            	4.115011e+02
62            	4.130319e+02
63            	4.145518e+02
64            	4.160611e+02
65            	4.175596e+02
66            	4.190476e+02
67            	4.205250e+02
68            	4.219921e+02
69            	4.234488e+02
70            	4.248952e+02
71            	4.263315e+02
72            	4.277576e+02
73            	4.291737e+02
74            	4.305799e+02
75            	4.319761e+02
76            	4.333625e+02
77            	4.347392e+02
78            	4.361060e+02
79            	4.374632e+02
80            	4.388109e+02
81            	4.401490e+02
82            	4.414777e+02
83            	4.427971e+02
84            	4.441071e+02
85            	4.454079e+02
86            	4.466995e+02
87            	4.479819e+02
88            	4.492553e+02
89            	4.505196e+02
90            	4.517749e+02
91            	4.530215e+02
92            	4.542592e+02
93            	4.554882e+02
94            	4.567085e+02
95            	4.579202e+02
96            	4.591233e+02
97            	4.603179e+02
98            	4.615041e+02
99            	4.626818e+02
100           	4.638512e+02
101           	4.650124e+02
102           	4.661653e+02
103           	4.673100e+02
104           	4.684467e+02
105           	4.695753e+02
106           	4.706960e+02
107           	4.718087e+02
108           	4.729136e+02
109           	4.740106e+02
110           	4.750998e+02
111           	4.761812e+02
112           	4.772550e+02
113           	4.783211e+02
114           	4.793797e+02
115           	4.804308e+02
116           	4.814743e+02
117           	4.825105e+02
118           	4.835393e+02
119           	4.845608e+02
120           	4.855750e+02
121           	4.865820e+02
122           	4.875818e+02
