# Region      : all 
# Cells       : 2495
# Volume      : 3.332157e-06
# Time        	max(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.994259e+02
3             	3.016366e+02
4             	3.038556e+02
5             	3.060562e+02
6             	3.082446e+02
7             	3.104195e+02
8             	3.125803e+02
9             	3.147266e+02
10            	3.168583e+02
11            	3.189755e+02
12            	3.210782e+02
13            	3.231667e+02
14            	3.252412e+02
15            	3.273017e+02
16            	3.293484e+02
17            	3.313816e+02
18            	3.334013e+02
19            	3.354076e+02
20            	3.374006e+02
21            	3.393803e+02
22            	3.413472e+02
23            	3.433161e+02
24            	3.452721e+02
25            	3.472152e+02
26            	3.491455e+02
27            	3.510632e+02
28            	3.529682e+02
29            	3.548609e+02
30            	3.567409e+02
31            	3.586080e+02
32            	3.604621e+02
33            	3.623027e+02
34            	3.641297e+02
35            	3.659428e+02
36            	3.677417e+02
37            	3.695267e+02
38            	3.712975e+02
39            	3.730544e+02
40            	3.747974e+02
41            	3.765263e+02
42            	3.782412e+02
43            	3.799421e+02
44            	3.816290e+02
45            	3.833020e+02
46            	3.849613e+02
47            	3.866070e+02
48            	3.882391e+02
49            	3.898579e+02
50            	3.914632e+02
51            	3.930552e+02
52            	3.946340e+02
53            	3.961997e+02
54            	3.977523e+02
55            	3.992919e+02
56            	4.008187e+02
57            	4.023329e+02
58            	4.038346e+02
59            	4.053240e+02
60            	4.068011e+02
61            	4.082662e+02
62            	4.097191e+02
63            	4.111601e+02
64            	4.125892e+02
65            	4.140065e+02
66            	4.154122e+02
67            	4.168062e+02
68            	4.181888e+02
69            	4.195598e+02
70            	4.209195e+02
71            	4.222679e+02
72            	4.236052e+02
73            	4.249313e+02
74            	4.262465e+02
75            	4.275508e+02
76            	4.288444e+02
77            	4.301272e+02
78            	4.313995e+02
79            	4.326613e+02
80            	4.339126e+02
81            	4.351535e+02
82            	4.363841e+02
83            	4.376046e+02
84            	4.388149e+02
85            	4.400151e+02
86            	4.412055e+02
87            	4.423859e+02
88            	4.435564e+02
89            	4.447172e+02
90            	4.458682e+02
91            	4.470097e+02
92            	4.481416e+02
93            	4.492642e+02
94            	4.503775e+02
95            	4.514815e+02
96            	4.525763e+02
97            	4.536619e+02
98            	4.547383e+02
99            	4.558056e+02
100           	4.568638e+02
101           	4.579130e+02
102           	4.589532e+02
103           	4.599846e+02
104           	4.610071e+02
105           	4.620210e+02
106           	4.630263e+02
107           	4.640230e+02
108           	4.650113e+02
109           	4.659912e+02
110           	4.669628e+02
111           	4.679261e+02
112           	4.688812e+02
113           	4.698283e+02
114           	4.707673e+02
115           	4.716983e+02
116           	4.726213e+02
117           	4.735364e+02
118           	4.744437e+02
119           	4.753431e+02
120           	4.762348e+02
121           	4.771189e+02
122           	4.779953e+02
123           	4.788642e+02
