# Region      : all 
# Cells       : 2174
# Volume      : 3.330704e-06
# Time        	volAverage(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.991737e+02
3             	3.014325e+02
4             	3.036899e+02
5             	3.059404e+02
6             	3.081787e+02
7             	3.104019e+02
8             	3.126097e+02
9             	3.148016e+02
10            	3.169777e+02
11            	3.191381e+02
12            	3.212828e+02
13            	3.234122e+02
14            	3.255263e+02
15            	3.276251e+02
16            	3.297088e+02
17            	3.317775e+02
18            	3.338315e+02
19            	3.358707e+02
20            	3.378954e+02
21            	3.399057e+02
22            	3.419017e+02
23            	3.438835e+02
24            	3.458514e+02
25            	3.478053e+02
26            	3.497453e+02
27            	3.516717e+02
28            	3.535845e+02
29            	3.554839e+02
30            	3.573700e+02
31            	3.592427e+02
32            	3.611019e+02
33            	3.629473e+02
34            	3.647789e+02
35            	3.665967e+02
36            	3.684010e+02
37            	3.701918e+02
38            	3.719697e+02
39            	3.737341e+02
40            	3.754854e+02
41            	3.772237e+02
42            	3.789490e+02
43            	3.806615e+02
44            	3.823614e+02
45            	3.840487e+02
46            	3.857236e+02
47            	3.873862e+02
48            	3.890365e+02
49            	3.906747e+02
50            	3.923008e+02
51            	3.939150e+02
52            	3.955172e+02
53            	3.971077e+02
54            	3.986864e+02
55            	4.002535e+02
56            	4.018090e+02
57            	4.033530e+02
58            	4.048857e+02
59            	4.064071e+02
60            	4.079174e+02
61            	4.094167e+02
62            	4.109050e+02
63            	4.123825e+02
64            	4.138492e+02
65            	4.153052e+02
66            	4.167507e+02
67            	4.181857e+02
68            	4.196103e+02
69            	4.210247e+02
70            	4.224288e+02
71            	4.238228e+02
72            	4.252066e+02
73            	4.265804e+02
74            	4.279442e+02
75            	4.292981e+02
76            	4.306420e+02
77            	4.319761e+02
78            	4.333004e+02
79            	4.346151e+02
80            	4.359202e+02
81            	4.372158e+02
82            	4.385019e+02
83            	4.397787e+02
84            	4.410462e+02
85            	4.423044e+02
86            	4.435535e+02
87            	4.447935e+02
88            	4.460246e+02
89            	4.472466e+02
90            	4.484598e+02
91            	4.496641e+02
92            	4.508598e+02
93            	4.520468e+02
94            	4.532252e+02
95            	4.543952e+02
96            	4.555566e+02
97            	4.567096e+02
98            	4.578541e+02
99            	4.589904e+02
100           	4.601184e+02
101           	4.612381e+02
102           	4.623498e+02
103           	4.634533e+02
104           	4.645489e+02
105           	4.656365e+02
106           	4.667162e+02
107           	4.677880e+02
108           	4.688521e+02
109           	4.699084e+02
110           	4.709570e+02
111           	4.719980e+02
112           	4.730314e+02
113           	4.740573e+02
114           	4.750757e+02
115           	4.760866e+02
116           	4.770900e+02
117           	4.780861e+02
118           	4.790749e+02
119           	4.800564e+02
120           	4.810307e+02
121           	4.819978e+02
122           	4.829578e+02
