# Region type : patch heater_to_fins
# Faces  :    56
# Area   :    1.000000e-04
# Time        	areaAverage(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.992138e+02
3             	3.015080e+02
4             	3.038138e+02
5             	3.061197e+02
6             	3.084170e+02
7             	3.107021e+02
8             	3.129732e+02
9             	3.152293e+02
10            	3.174698e+02
11            	3.196946e+02
12            	3.219037e+02
13            	3.240970e+02
14            	3.262746e+02
15            	3.284366e+02
16            	3.305831e+02
17            	3.327142e+02
18            	3.348300e+02
19            	3.369307e+02
20            	3.390164e+02
21            	3.410872e+02
22            	3.431432e+02
23            	3.451846e+02
24            	3.472115e+02
25            	3.492240e+02
26            	3.512222e+02
27            	3.532062e+02
28            	3.551763e+02
29            	3.571324e+02
30            	3.590747e+02
31            	3.610033e+02
32            	3.629183e+02
33            	3.648195e+02
34            	3.667069e+02
35            	3.685806e+02
36            	3.704406e+02
37            	3.722870e+02
38            	3.741199e+02
39            	3.759395e+02
40            	3.777456e+02
41            	3.795384e+02
42            	3.813180e+02
43            	3.830845e+02
44            	3.848379e+02
45            	3.865785e+02
46            	3.883061e+02
47            	3.900211e+02
48            	3.917235e+02
49            	3.934133e+02
50            	3.950907e+02
51            	3.967557e+02
52            	3.984086e+02
53            	4.000492e+02
54            	4.016778e+02
55            	4.032944e+02
56            	4.048990e+02
57            	4.064919e+02
58            	4.080730e+02
59            	4.096425e+02
60            	4.112005e+02
61            	4.127470e+02
62            	4.142822e+02
63            	4.158062e+02
64            	4.173190e+02
65            	4.188208e+02
66            	4.203116e+02
67            	4.217916e+02
68            	4.232608e+02
69            	4.247193e+02
70            	4.261673e+02
71            	4.276047e+02
72            	4.290317e+02
73            	4.304484e+02
74            	4.318547e+02
75            	4.332509e+02
76            	4.346368e+02
77            	4.360127e+02
78            	4.373786e+02
79            	4.387344e+02
80            	4.400804e+02
81            	4.414166e+02
82            	4.427431e+02
83            	4.440599e+02
84            	4.453671e+02
85            	4.466648e+02
86            	4.479530e+02
87            	4.492318e+02
88            	4.505014e+02
89            	4.517617e+02
90            	4.530129e+02
91            	4.542549e+02
92            	4.554880e+02
93            	4.567121e+02
94            	4.579274e+02
95            	4.591338e+02
96            	4.603315e+02
97            	4.615205e+02
98            	4.627009e+02
99            	4.638727e+02
100           	4.650360e+02
101           	4.661908e+02
102           	4.673372e+02
103           	4.684753e+02
104           	4.696051e+02
105           	4.707268e+02
106           	4.718402e+02
107           	4.729456e+02
108           	4.740430e+02
109           	4.751323e+02
110           	4.762138e+02
111           	4.772874e+02
112           	4.783532e+02
113           	4.794112e+02
114           	4.804615e+02
115           	4.815041e+02
116           	4.825392e+02
117           	4.835666e+02
118           	4.845865e+02
119           	4.855990e+02
120           	4.866040e+02
121           	4.876017e+02
122           	4.885920e+02
