# Region      : all 
# Cells       : 2185
# Volume      : 3.329515e-06
# Time        	volAverage(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.991382e+02
3             	3.013774e+02
4             	3.036110e+02
5             	3.058384e+02
6             	3.080537e+02
7             	3.102550e+02
8             	3.124415e+02
9             	3.146126e+02
10            	3.167683e+02
11            	3.189085e+02
12            	3.210332e+02
13            	3.231426e+02
14            	3.252368e+02
15            	3.273160e+02
16            	3.293803e+02
17            	3.314299e+02
18            	3.334650e+02
19            	3.354857e+02
20            	3.374922e+02
21            	3.394845e+02
22            	3.414630e+02
23            	3.434275e+02
24            	3.453784e+02
25            	3.473156e+02
26            	3.492394e+02
27            	3.511498e+02
28            	3.530470e+02
29            	3.549310e+02
30            	3.568020e+02
31            	3.586598e+02
32            	3.605045e+02
33            	3.623362e+02
34            	3.641551e+02
35            	3.659613e+02
36            	3.677548e+02
37            	3.695355e+02
38            	3.713036e+02
39            	3.730592e+02
40            	3.748023e+02
41            	3.765332e+02
42            	3.782520e+02
43            	3.799585e+02
44            	3.816531e+02
45            	3.833356e+02
46            	3.850061e+02
47            	3.866647e+02
48            	3.883115e+02
49            	3.899466e+02
50            	3.915701e+02
51            	3.931821e+02
52            	3.947827e+02
53            	3.963719e+02
54            	3.979498e+02
55            	3.995166e+02
56            	4.010722e+02
57            	4.026168e+02
58            	4.041505e+02
59            	4.056733e+02
60            	4.071853e+02
61            	4.086866e+02
62            	4.101773e+02
63            	4.116575e+02
64            	4.131272e+02
65            	4.145866e+02
66            	4.160356e+02
67            	4.174744e+02
68            	4.189030e+02
69            	4.203216e+02
70            	4.217302e+02
71            	4.231289e+02
72            	4.245177e+02
73            	4.258968e+02
74            	4.272662e+02
75            	4.286259e+02
76            	4.299760e+02
77            	4.313165e+02
78            	4.326475e+02
79            	4.339692e+02
80            	4.352815e+02
81            	4.365845e+02
82            	4.378784e+02
83            	4.391630e+02
84            	4.404386e+02
85            	4.417052e+02
86            	4.429628e+02
87            	4.442114e+02
88            	4.454511e+02
89            	4.466821e+02
90            	4.479043e+02
91            	4.491180e+02
92            	4.503231e+02
93            	4.515198e+02
94            	4.527079e+02
95            	4.538877e+02
96            	4.550591e+02
97            	4.562222e+02
98            	4.573770e+02
99            	4.585236e+02
100           	4.596621e+02
101           	4.607926e+02
102           	4.619151e+02
103           	4.630296e+02
104           	4.641362e+02
105           	4.652350e+02
106           	4.663261e+02
107           	4.674094e+02
108           	4.684851e+02
109           	4.695530e+02
110           	4.706133e+02
111           	4.716660e+02
112           	4.727112e+02
113           	4.737490e+02
114           	4.747795e+02
115           	4.758025e+02
116           	4.768184e+02
117           	4.778269e+02
118           	4.788283e+02
119           	4.798226e+02
120           	4.808097e+02
121           	4.817898e+02
122           	4.827629e+02
