# Region      : all 
# Cells       : 2211
# Volume      : 3.329956e-06
# Time        	volAverage(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.991143e+02
3             	3.013291e+02
4             	3.035360e+02
5             	3.057327e+02
6             	3.079167e+02
7             	3.100863e+02
8             	3.122410e+02
9             	3.143807e+02
10            	3.165052e+02
11            	3.186145e+02
12            	3.207089e+02
13            	3.227886e+02
14            	3.248535e+02
15            	3.269038e+02
16            	3.289398e+02
17            	3.309616e+02
18            	3.329693e+02
19            	3.349630e+02
20            	3.369430e+02
21            	3.389092e+02
22            	3.408619e+02
23            	3.428011e+02
24            	3.447269e+02
25            	3.466396e+02
26            	3.485391e+02
27            	3.504255e+02
28            	3.522989e+02
29            	3.541594e+02
30            	3.560070e+02
31            	3.578416e+02
32            	3.596633e+02
33            	3.614723e+02
34            	3.632684e+02
35            	3.650517e+02
36            	3.668221e+02
37            	3.685797e+02
38            	3.703248e+02
39            	3.720572e+02
40            	3.737774e+02
41            	3.754849e+02
42            	3.771802e+02
43            	3.788633e+02
44            	3.805344e+02
45            	3.821936e+02
46            	3.838410e+02
47            	3.854765e+02
48            	3.871002e+02
49            	3.887123e+02
50            	3.903128e+02
51            	3.919019e+02
52            	3.934797e+02
53            	3.950462e+02
54            	3.966017e+02
55            	3.981461e+02
56            	3.996795e+02
57            	4.012021e+02
58            	4.027139e+02
59            	4.042149e+02
60            	4.057054e+02
61            	4.071852e+02
62            	4.086546e+02
63            	4.101135e+02
64            	4.115621e+02
65            	4.130004e+02
66            	4.144285e+02
67            	4.158464e+02
68            	4.172543e+02
69            	4.186521e+02
70            	4.200399e+02
71            	4.214179e+02
72            	4.227861e+02
73            	4.241446e+02
74            	4.254935e+02
75            	4.268328e+02
76            	4.281627e+02
77            	4.294831e+02
78            	4.307942e+02
79            	4.320961e+02
80            	4.333887e+02
81            	4.346721e+02
82            	4.359465e+02
83            	4.372118e+02
84            	4.384681e+02
85            	4.397155e+02
86            	4.409540e+02
87            	4.421837e+02
88            	4.434046e+02
89            	4.446169e+02
90            	4.458206e+02
91            	4.470157e+02
92            	4.482024e+02
93            	4.493806e+02
94            	4.505505e+02
95            	4.517119e+02
96            	4.528651e+02
97            	4.540101e+02
98            	4.551470e+02
99            	4.562757e+02
100           	4.573964e+02
101           	4.585090e+02
102           	4.596137e+02
103           	4.607105e+02
104           	4.617994e+02
105           	4.628806e+02
106           	4.639540e+02
107           	4.650198e+02
108           	4.660780e+02
109           	4.671285e+02
110           	4.681714e+02
111           	4.692067e+02
112           	4.702346e+02
113           	4.712549e+02
114           	4.722678e+02
115           	4.732733e+02
116           	4.742715e+02
117           	4.752624e+02
118           	4.762462e+02
119           	4.772228e+02
120           	4.781923e+02
121           	4.791548e+02
122           	4.801103e+02
