# Region type : patch heater_to_fins
# Faces  :    56
# Area   :    1.000000e-04
# Time        	areaAverage(T)
427           	5.683848e+02
428           	5.684396e+02
429           	5.684939e+02
430           	5.685477e+02
431           	5.686010e+02
432           	5.686538e+02
433           	5.687061e+02
434           	5.687580e+02
435           	5.688093e+02
436           	5.688602e+02
437           	5.689106e+02
438           	5.689606e+02
439           	5.690101e+02
440           	5.690591e+02
441           	5.691077e+02
442           	5.691558e+02
443           	5.692034e+02
444           	5.692506e+02
445           	5.692974e+02
446           	5.693438e+02
447           	5.693897e+02
448           	5.694352e+02
449           	5.694802e+02
450           	5.695249e+02
451           	5.695692e+02
452           	5.696130e+02
453           	5.696564e+02
454           	5.696995e+02
455           	5.697421e+02
456           	5.697843e+02
457           	5.698262e+02
458           	5.698676e+02
459           	5.699087e+02
460           	5.699494e+02
461           	5.699896e+02
462           	5.700296e+02
463           	5.700691e+02
464           	5.701083e+02
465           	5.701471e+02
466           	5.701856e+02
467           	5.702237e+02
468           	5.702614e+02
469           	5.702988e+02
470           	5.703358e+02
471           	5.703725e+02
472           	5.704089e+02
473           	5.704449e+02
474           	5.704806e+02
475           	5.705160e+02
476           	5.705510e+02
477           	5.705857e+02
478           	5.706201e+02
479           	5.706542e+02
480           	5.706880e+02
481           	5.707215e+02
482           	5.707547e+02
483           	5.707875e+02
484           	5.708201e+02
485           	5.708524e+02
486           	5.708844e+02
487           	5.709162e+02
488           	5.709476e+02
489           	5.709788e+02
490           	5.710097e+02
491           	5.710403e+02
492           	5.710706e+02
493           	5.711007e+02
494           	5.711305e+02
495           	5.711600e+02
496           	5.711893e+02
497           	5.712183e+02
498           	5.712471e+02
499           	5.712756e+02
500           	5.713039e+02
501           	5.713319e+02
502           	5.713597e+02
503           	5.713872e+02
504           	5.714145e+02
505           	5.714416e+02
506           	5.714684e+02
507           	5.714950e+02
508           	5.715213e+02
509           	5.715475e+02
510           	5.715734e+02
511           	5.715991e+02
512           	5.716246e+02
513           	5.716498e+02
514           	5.716749e+02
515           	5.716997e+02
516           	5.717243e+02
517           	5.717486e+02
518           	5.717727e+02
519           	5.717966e+02
520           	5.718202e+02
521           	5.718436e+02
522           	5.718668e+02
523           	5.718897e+02
524           	5.719124e+02
525           	5.719349e+02
526           	5.719572e+02
527           	5.719792e+02
528           	5.720011e+02
529           	5.720228e+02
530           	5.720443e+02
531           	5.720656e+02
532           	5.720868e+02
533           	5.721077e+02
534           	5.721284e+02
535           	5.721489e+02
536           	5.721693e+02
537           	5.721894e+02
538           	5.722094e+02
539           	5.722293e+02
540           	5.722489e+02
541           	5.722684e+02
542           	5.722877e+02
543           	5.723068e+02
544           	5.723258e+02
545           	5.723446e+02
546           	5.723633e+02
547           	5.723818e+02
548           	5.724001e+02
549           	5.724183e+02
550           	5.724363e+02
551           	5.724542e+02
552           	5.724719e+02
553           	5.724895e+02
554           	5.725069e+02
555           	5.725241e+02
556           	5.725411e+02
557           	5.725580e+02
558           	5.725748e+02
559           	5.725914e+02
560           	5.726078e+02
561           	5.726242e+02
562           	5.726404e+02
563           	5.726564e+02
564           	5.726724e+02
565           	5.726882e+02
566           	5.727039e+02
567           	5.727194e+02
568           	5.727348e+02
569           	5.727501e+02
570           	5.727653e+02
571           	5.727804e+02
572           	5.727953e+02
573           	5.728101e+02
574           	5.728247e+02
575           	5.728393e+02
576           	5.728536e+02
577           	5.728679e+02
578           	5.728820e+02
579           	5.728959e+02
580           	5.729097e+02
581           	5.729234e+02
582           	5.729370e+02
583           	5.729504e+02
584           	5.729637e+02
585           	5.729768e+02
586           	5.729898e+02
587           	5.730027e+02
588           	5.730155e+02
589           	5.730281e+02
590           	5.730407e+02
591           	5.730531e+02
592           	5.730654e+02
593           	5.730776e+02
594           	5.730897e+02
595           	5.731017e+02
596           	5.731136e+02
597           	5.731254e+02
598           	5.731371e+02
599           	5.731487e+02
600           	5.731602e+02
601           	5.731716e+02
602           	5.731830e+02
603           	5.731942e+02
604           	5.732054e+02
605           	5.732165e+02
606           	5.732275e+02
607           	5.732384e+02
608           	5.732493e+02
609           	5.732600e+02
610           	5.732707e+02
611           	5.732814e+02
612           	5.732919e+02
613           	5.733024e+02
614           	5.733128e+02
615           	5.733231e+02
616           	5.733334e+02
617           	5.733436e+02
618           	5.733537e+02
619           	5.733637e+02
620           	5.733737e+02
621           	5.733835e+02
622           	5.733934e+02
623           	5.734031e+02
624           	5.734128e+02
625           	5.734224e+02
626           	5.734319e+02
627           	5.734414e+02
628           	5.734508e+02
629           	5.734601e+02
630           	5.734694e+02
631           	5.734786e+02
632           	5.734877e+02
633           	5.734967e+02
634           	5.735057e+02
635           	5.735146e+02
636           	5.735234e+02
637           	5.735322e+02
638           	5.735409e+02
639           	5.735495e+02
640           	5.735581e+02
641           	5.735666e+02
642           	5.735750e+02
643           	5.735834e+02
644           	5.735917e+02
645           	5.736000e+02
646           	5.736081e+02
647           	5.736163e+02
648           	5.736243e+02
649           	5.736323e+02
650           	5.736403e+02
651           	5.736482e+02
652           	5.736560e+02
653           	5.736637e+02
654           	5.736714e+02
655           	5.736790e+02
656           	5.736866e+02
657           	5.736941e+02
658           	5.737016e+02
659           	5.737090e+02
660           	5.737163e+02
661           	5.737236e+02
662           	5.737308e+02
663           	5.737380e+02
664           	5.737451e+02
665           	5.737522e+02
666           	5.737592e+02
667           	5.737661e+02
668           	5.737731e+02
669           	5.737801e+02
670           	5.737870e+02
671           	5.737939e+02
672           	5.738008e+02
673           	5.738077e+02
674           	5.738146e+02
675           	5.738214e+02
676           	5.738282e+02
677           	5.738349e+02
678           	5.738416e+02
679           	5.738482e+02
680           	5.738548e+02
681           	5.738613e+02
682           	5.738678e+02
683           	5.738741e+02
684           	5.738805e+02
685           	5.738867e+02
686           	5.738930e+02
687           	5.738991e+02
688           	5.739052e+02
689           	5.739113e+02
690           	5.739172e+02
691           	5.739232e+02
692           	5.739290e+02
693           	5.739348e+02
694           	5.739406e+02
695           	5.739463e+02
696           	5.739520e+02
697           	5.739576e+02
698           	5.739631e+02
699           	5.739687e+02
700           	5.739741e+02
701           	5.739796e+02
702           	5.739849e+02
703           	5.739903e+02
704           	5.739956e+02
705           	5.740008e+02
706           	5.740060e+02
707           	5.740111e+02
708           	5.740162e+02
709           	5.740213e+02
710           	5.740263e+02
711           	5.740312e+02
712           	5.740361e+02
713           	5.740410e+02
714           	5.740458e+02
715           	5.740506e+02
716           	5.740553e+02
717           	5.740600e+02
718           	5.740647e+02
719           	5.740693e+02
720           	5.740739e+02
721           	5.740784e+02
722           	5.740829e+02
723           	5.740873e+02
724           	5.740917e+02
725           	5.740961e+02
726           	5.741005e+02
727           	5.741048e+02
728           	5.741091e+02
729           	5.741134e+02
730           	5.741176e+02
731           	5.741218e+02
732           	5.741260e+02
733           	5.741301e+02
734           	5.741342e+02
735           	5.741383e+02
736           	5.741423e+02
737           	5.741463e+02
738           	5.741502e+02
739           	5.741541e+02
740           	5.741579e+02
741           	5.741616e+02
742           	5.741653e+02
743           	5.741690e+02
744           	5.741726e+02
745           	5.741761e+02
746           	5.741795e+02
747           	5.741829e+02
748           	5.741862e+02
749           	5.741894e+02
750           	5.741926e+02
751           	5.741956e+02
752           	5.741986e+02
753           	5.742015e+02
754           	5.742043e+02
755           	5.742071e+02
756           	5.742098e+02
757           	5.742124e+02
758           	5.742149e+02
759           	5.742173e+02
760           	5.742196e+02
761           	5.742218e+02
762           	5.742240e+02
763           	5.742260e+02
764           	5.742280e+02
765           	5.742299e+02
766           	5.742318e+02
767           	5.742336e+02
768           	5.742354e+02
769           	5.742371e+02
770           	5.742387e+02
771           	5.742403e+02
772           	5.742418e+02
773           	5.742433e+02
774           	5.742447e+02
775           	5.742460e+02
776           	5.742473e+02
777           	5.742485e+02
778           	5.742496e+02
779           	5.742507e+02
780           	5.742517e+02
781           	5.742527e+02
782           	5.742538e+02
783           	5.742548e+02
784           	5.742557e+02
785           	5.742567e+02
786           	5.742577e+02
787           	5.742586e+02
788           	5.742596e+02
789           	5.742605e+02
790           	5.742615e+02
791           	5.742625e+02
792           	5.742634e+02
793           	5.742644e+02
794           	5.742654e+02
795           	5.742664e+02
796           	5.742674e+02
797           	5.742684e+02
798           	5.742694e+02
799           	5.742704e+02
800           	5.742714e+02
801           	5.742724e+02
802           	5.742735e+02
803           	5.742746e+02
804           	5.742758e+02
805           	5.742769e+02
806           	5.742781e+02
807           	5.742793e+02
808           	5.742806e+02
809           	5.742818e+02
810           	5.742831e+02
811           	5.742843e+02
812           	5.742856e+02
813           	5.742869e+02
814           	5.742883e+02
815           	5.742896e+02
816           	5.742909e+02
817           	5.742922e+02
818           	5.742935e+02
819           	5.742948e+02
820           	5.742961e+02
821           	5.742974e+02
822           	5.742987e+02
823           	5.743000e+02
824           	5.743012e+02
825           	5.743025e+02
826           	5.743037e+02
827           	5.743049e+02
828           	5.743062e+02
829           	5.743074e+02
830           	5.743087e+02
831           	5.743100e+02
832           	5.743112e+02
833           	5.743125e+02
834           	5.743139e+02
835           	5.743152e+02
836           	5.743166e+02
837           	5.743180e+02
838           	5.743193e+02
839           	5.743207e+02
840           	5.743220e+02
841           	5.743233e+02
842           	5.743246e+02
843           	5.743259e+02
844           	5.743271e+02
845           	5.743284e+02
846           	5.743296e+02
847           	5.743308e+02
848           	5.743321e+02
849           	5.743334e+02
850           	5.743347e+02
851           	5.743360e+02
852           	5.743374e+02
853           	5.743387e+02
854           	5.743401e+02
855           	5.743414e+02
856           	5.743428e+02
857           	5.743442e+02
858           	5.743456e+02
859           	5.743470e+02
860           	5.743484e+02
861           	5.743498e+02
862           	5.743511e+02
863           	5.743526e+02
864           	5.743540e+02
865           	5.743555e+02
866           	5.743569e+02
867           	5.743584e+02
868           	5.743600e+02
869           	5.743615e+02
870           	5.743630e+02
871           	5.743645e+02
872           	5.743660e+02
873           	5.743674e+02
874           	5.743689e+02
875           	5.743703e+02
876           	5.743717e+02
877           	5.743730e+02
878           	5.743744e+02
879           	5.743757e+02
880           	5.743770e+02
881           	5.743783e+02
882           	5.743796e+02
883           	5.743808e+02
884           	5.743821e+02
885           	5.743833e+02
886           	5.743845e+02
887           	5.743858e+02
888           	5.743870e+02
889           	5.743882e+02
890           	5.743893e+02
891           	5.743905e+02
892           	5.743917e+02
893           	5.743929e+02
894           	5.743940e+02
895           	5.743952e+02
896           	5.743964e+02
897           	5.743975e+02
898           	5.743987e+02
899           	5.743998e+02
900           	5.744010e+02
901           	5.744021e+02
902           	5.744032e+02
903           	5.744044e+02
904           	5.744055e+02
905           	5.744066e+02
906           	5.744077e+02
907           	5.744089e+02
908           	5.744100e+02
909           	5.744111e+02
910           	5.744122e+02
911           	5.744133e+02
912           	5.744144e+02
913           	5.744155e+02
914           	5.744165e+02
915           	5.744176e+02
916           	5.744187e+02
917           	5.744197e+02
918           	5.744208e+02
919           	5.744218e+02
920           	5.744229e+02
921           	5.744239e+02
922           	5.744249e+02
923           	5.744260e+02
