# Region      : all 
# Cells       : 2497
# Volume      : 3.333434e-06
# Time        	max(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.996913e+02
3             	3.019610e+02
4             	3.043250e+02
5             	3.066783e+02
6             	3.090369e+02
7             	3.113795e+02
8             	3.137100e+02
9             	3.160261e+02
10            	3.183252e+02
11            	3.206070e+02
12            	3.228718e+02
13            	3.251197e+02
14            	3.273508e+02
15            	3.295653e+02
16            	3.317635e+02
17            	3.339455e+02
18            	3.361116e+02
19            	3.382620e+02
20            	3.403969e+02
21            	3.425166e+02
22            	3.446211e+02
23            	3.467106e+02
24            	3.487852e+02
25            	3.508450e+02
26            	3.528900e+02
27            	3.549204e+02
28            	3.569361e+02
29            	3.589369e+02
30            	3.609222e+02
31            	3.628919e+02
32            	3.648457e+02
33            	3.667833e+02
34            	3.687046e+02
35            	3.706095e+02
36            	3.724980e+02
37            	3.743699e+02
38            	3.762253e+02
39            	3.780643e+02
40            	3.798868e+02
41            	3.816929e+02
42            	3.834829e+02
43            	3.852569e+02
44            	3.870148e+02
45            	3.887569e+02
46            	3.904832e+02
47            	3.921938e+02
48            	3.938887e+02
49            	3.955683e+02
50            	3.972325e+02
51            	3.988815e+02
52            	4.005155e+02
53            	4.021345e+02
54            	4.037388e+02
55            	4.053284e+02
56            	4.069034e+02
57            	4.084641e+02
58            	4.100106e+02
59            	4.115429e+02
60            	4.130613e+02
61            	4.145659e+02
62            	4.160567e+02
63            	4.175339e+02
64            	4.189976e+02
65            	4.204479e+02
66            	4.218850e+02
67            	4.233088e+02
68            	4.247196e+02
69            	4.261175e+02
70            	4.275025e+02
71            	4.288748e+02
72            	4.302345e+02
73            	4.315817e+02
74            	4.329164e+02
75            	4.342388e+02
76            	4.355490e+02
77            	4.368470e+02
78            	4.381331e+02
79            	4.394072e+02
80            	4.406695e+02
81            	4.419201e+02
82            	4.431590e+02
83            	4.443863e+02
84            	4.456023e+02
85            	4.468069e+02
86            	4.480002e+02
87            	4.491823e+02
88            	4.503534e+02
89            	4.515134e+02
90            	4.526626e+02
91            	4.538010e+02
92            	4.549287e+02
93            	4.560458e+02
94            	4.571525e+02
95            	4.582487e+02
96            	4.593345e+02
97            	4.604101e+02
98            	4.614756e+02
99            	4.625310e+02
100           	4.635764e+02
101           	4.646120e+02
102           	4.656377e+02
103           	4.666538e+02
104           	4.676604e+02
105           	4.686574e+02
106           	4.696451e+02
107           	4.706235e+02
108           	4.715927e+02
109           	4.725528e+02
110           	4.735038e+02
111           	4.744459e+02
112           	4.753791e+02
113           	4.763035e+02
114           	4.772193e+02
115           	4.781264e+02
116           	4.790250e+02
117           	4.799152e+02
118           	4.807970e+02
119           	4.816706e+02
120           	4.825359e+02
121           	4.833931e+02
122           	4.842423e+02
123           	4.850835e+02
