# Region      : all 
# Cells       : 2495
# Volume      : 3.332157e-06
# Time        	volAverage(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.990814e+02
3             	3.012534e+02
4             	3.034113e+02
5             	3.055520e+02
6             	3.076773e+02
7             	3.097869e+02
8             	3.118813e+02
9             	3.139606e+02
10            	3.160253e+02
11            	3.180756e+02
12            	3.201120e+02
13            	3.221348e+02
14            	3.241441e+02
15            	3.261402e+02
16            	3.281233e+02
17            	3.300935e+02
18            	3.320509e+02
19            	3.339955e+02
20            	3.359273e+02
21            	3.378466e+02
22            	3.397533e+02
23            	3.416475e+02
24            	3.435293e+02
25            	3.453988e+02
26            	3.472559e+02
27            	3.491007e+02
28            	3.509333e+02
29            	3.527540e+02
30            	3.545617e+02
31            	3.563555e+02
32            	3.581349e+02
33            	3.598993e+02
34            	3.616481e+02
35            	3.633809e+02
36            	3.650980e+02
37            	3.667998e+02
38            	3.684868e+02
39            	3.701592e+02
40            	3.718174e+02
41            	3.734607e+02
42            	3.750895e+02
43            	3.767040e+02
44            	3.783043e+02
45            	3.798908e+02
46            	3.814636e+02
47            	3.830233e+02
48            	3.845699e+02
49            	3.861034e+02
50            	3.876239e+02
51            	3.891314e+02
52            	3.906261e+02
53            	3.921081e+02
54            	3.935776e+02
55            	3.950348e+02
56            	3.964799e+02
57            	3.979131e+02
58            	3.993345e+02
59            	4.007444e+02
60            	4.021428e+02
61            	4.035300e+02
62            	4.049053e+02
63            	4.062691e+02
64            	4.076216e+02
65            	4.089630e+02
66            	4.102932e+02
67            	4.116123e+02
68            	4.129204e+02
69            	4.142174e+02
70            	4.155036e+02
71            	4.167789e+02
72            	4.180434e+02
73            	4.192975e+02
74            	4.205412e+02
75            	4.217746e+02
76            	4.229978e+02
77            	4.242109e+02
78            	4.254140e+02
79            	4.266071e+02
80            	4.277903e+02
81            	4.289636e+02
82            	4.301271e+02
83            	4.312811e+02
84            	4.324255e+02
85            	4.335605e+02
86            	4.346861e+02
87            	4.358024e+02
88            	4.369093e+02
89            	4.380069e+02
90            	4.390952e+02
91            	4.401743e+02
92            	4.412443e+02
93            	4.423054e+02
94            	4.433576e+02
95            	4.444007e+02
96            	4.454349e+02
97            	4.464603e+02
98            	4.474767e+02
99            	4.484845e+02
100           	4.494836e+02
101           	4.504742e+02
102           	4.514563e+02
103           	4.524301e+02
104           	4.533955e+02
105           	4.543528e+02
106           	4.553021e+02
107           	4.562433e+02
108           	4.571766e+02
109           	4.581020e+02
110           	4.590195e+02
111           	4.599292e+02
112           	4.608312e+02
113           	4.617255e+02
114           	4.626122e+02
115           	4.634913e+02
116           	4.643628e+02
117           	4.652267e+02
118           	4.660832e+02
119           	4.669322e+02
120           	4.677739e+02
121           	4.686083e+02
122           	4.694355e+02
