# Region      : all 
# Cells       : 2267
# Volume      : 3.331088e-06
# Time        	volAverage(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.991261e+02
3             	3.013557e+02
4             	3.035892e+02
5             	3.058206e+02
6             	3.080435e+02
7             	3.102543e+02
8             	3.124513e+02
9             	3.146337e+02
10            	3.168013e+02
11            	3.189538e+02
12            	3.210915e+02
13            	3.232146e+02
14            	3.253230e+02
15            	3.274169e+02
16            	3.294967e+02
17            	3.315622e+02
18            	3.336138e+02
19            	3.356515e+02
20            	3.376757e+02
21            	3.396861e+02
22            	3.416831e+02
23            	3.436665e+02
24            	3.456367e+02
25            	3.475938e+02
26            	3.495378e+02
27            	3.514690e+02
28            	3.533874e+02
29            	3.552919e+02
30            	3.571819e+02
31            	3.590570e+02
32            	3.609171e+02
33            	3.627622e+02
34            	3.645917e+02
35            	3.664059e+02
36            	3.682049e+02
37            	3.699888e+02
38            	3.717578e+02
39            	3.735119e+02
40            	3.752513e+02
41            	3.769761e+02
42            	3.786864e+02
43            	3.803826e+02
44            	3.820648e+02
45            	3.837331e+02
46            	3.853875e+02
47            	3.870280e+02
48            	3.886546e+02
49            	3.902676e+02
50            	3.918669e+02
51            	3.934528e+02
52            	3.950252e+02
53            	3.965844e+02
54            	3.981306e+02
55            	3.996639e+02
56            	4.011844e+02
57            	4.026924e+02
58            	4.041878e+02
59            	4.056709e+02
60            	4.071417e+02
61            	4.086003e+02
62            	4.100469e+02
63            	4.114815e+02
64            	4.129040e+02
65            	4.143146e+02
66            	4.157134e+02
67            	4.171005e+02
68            	4.184762e+02
69            	4.198405e+02
70            	4.211935e+02
71            	4.225352e+02
72            	4.238657e+02
73            	4.251852e+02
74            	4.264936e+02
75            	4.277911e+02
76            	4.290777e+02
77            	4.303535e+02
78            	4.316186e+02
79            	4.328731e+02
80            	4.341171e+02
81            	4.353506e+02
82            	4.365738e+02
83            	4.377867e+02
84            	4.389893e+02
85            	4.401817e+02
86            	4.413641e+02
87            	4.425365e+02
88            	4.436989e+02
89            	4.448515e+02
90            	4.459944e+02
91            	4.471275e+02
92            	4.482511e+02
93            	4.493652e+02
94            	4.504699e+02
95            	4.515652e+02
96            	4.526512e+02
97            	4.537280e+02
98            	4.547957e+02
99            	4.558544e+02
100           	4.569042e+02
101           	4.579450e+02
102           	4.589770e+02
103           	4.600003e+02
104           	4.610147e+02
105           	4.620205e+02
106           	4.630175e+02
107           	4.640059e+02
108           	4.649857e+02
109           	4.659571e+02
110           	4.669200e+02
111           	4.678746e+02
112           	4.688209e+02
113           	4.697591e+02
114           	4.706890e+02
115           	4.716109e+02
116           	4.725248e+02
117           	4.734307e+02
118           	4.743287e+02
119           	4.752188e+02
120           	4.761011e+02
121           	4.769757e+02
122           	4.778427e+02
