# Region      : all 
# Cells       : 621
# Volume      : 1.000000e-06
# Time        	volAverage(T)
0             	2.969000e+02
1             	3.088768e+02
2             	3.113764e+02
3             	3.139206e+02
4             	3.163733e+02
5             	3.187681e+02
6             	3.211227e+02
7             	3.234462e+02
8             	3.257443e+02
9             	3.280205e+02
10            	3.302770e+02
11            	3.325152e+02
12            	3.347359e+02
13            	3.369396e+02
14            	3.391270e+02
15            	3.412983e+02
16            	3.434538e+02
17            	3.455938e+02
18            	3.477183e+02
19            	3.498277e+02
20            	3.519219e+02
21            	3.540011e+02
22            	3.560656e+02
23            	3.581153e+02
24            	3.601504e+02
25            	3.621710e+02
26            	3.641774e+02
27            	3.661695e+02
28            	3.681476e+02
29            	3.701117e+02
30            	3.720619e+02
31            	3.739982e+02
32            	3.759205e+02
33            	3.778286e+02
34            	3.797227e+02
35            	3.816028e+02
36            	3.834688e+02
37            	3.853210e+02
38            	3.871593e+02
39            	3.889839e+02
40            	3.907948e+02
41            	3.925922e+02
42            	3.943762e+02
43            	3.961469e+02
44            	3.979044e+02
45            	3.996489e+02
46            	4.013804e+02
47            	4.030992e+02
48            	4.048051e+02
49            	4.064983e+02
50            	4.081789e+02
51            	4.098469e+02
52            	4.115026e+02
53            	4.131460e+02
54            	4.147773e+02
55            	4.163964e+02
56            	4.180036e+02
57            	4.195989e+02
58            	4.211823e+02
59            	4.227541e+02
60            	4.243142e+02
61            	4.258628e+02
62            	4.274000e+02
63            	4.289259e+02
64            	4.304405e+02
65            	4.319440e+02
66            	4.334365e+02
67            	4.349179e+02
68            	4.363885e+02
69            	4.378482e+02
70            	4.392972e+02
71            	4.407355e+02
72            	4.421633e+02
73            	4.435805e+02
74            	4.449873e+02
75            	4.463838e+02
76            	4.477700e+02
77            	4.491460e+02
78            	4.505119e+02
79            	4.518678e+02
80            	4.532137e+02
81            	4.545497e+02
82            	4.558758e+02
83            	4.571923e+02
84            	4.584990e+02
85            	4.597961e+02
86            	4.610837e+02
87            	4.623619e+02
88            	4.636306e+02
89            	4.648901e+02
90            	4.661403e+02
91            	4.673814e+02
92            	4.686133e+02
93            	4.698363e+02
94            	4.710503e+02
95            	4.722554e+02
96            	4.734517e+02
97            	4.746392e+02
98            	4.758180e+02
99            	4.769881e+02
100           	4.781497e+02
101           	4.793027e+02
102           	4.804473e+02
103           	4.815835e+02
104           	4.827113e+02
105           	4.838309e+02
106           	4.849422e+02
107           	4.860453e+02
108           	4.871404e+02
109           	4.882274e+02
110           	4.893064e+02
111           	4.903774e+02
112           	4.914405e+02
113           	4.924958e+02
114           	4.935433e+02
115           	4.945830e+02
116           	4.956150e+02
117           	4.966395e+02
118           	4.976563e+02
119           	4.986656e+02
120           	4.996674e+02
121           	5.006618e+02
122           	5.016488e+02
123           	5.026284e+02
124           	5.036008e+02
125           	5.045659e+02
126           	5.055239e+02
127           	5.064747e+02
128           	5.074184e+02
129           	5.083550e+02
130           	5.092847e+02
131           	5.102074e+02
132           	5.111233e+02
133           	5.120323e+02
134           	5.129345e+02
135           	5.138299e+02
136           	5.147186e+02
137           	5.156007e+02
138           	5.164762e+02
139           	5.173452e+02
140           	5.182076e+02
141           	5.190636e+02
142           	5.199131e+02
143           	5.207563e+02
144           	5.215931e+02
145           	5.224237e+02
146           	5.232480e+02
147           	5.240661e+02
148           	5.248781e+02
149           	5.256839e+02
150           	5.264837e+02
151           	5.272774e+02
152           	5.280651e+02
153           	5.288469e+02
154           	5.296227e+02
155           	5.303927e+02
156           	5.311568e+02
157           	5.319151e+02
158           	5.326677e+02
159           	5.334145e+02
160           	5.341557e+02
161           	5.348912e+02
162           	5.356211e+02
163           	5.363455e+02
164           	5.370644e+02
165           	5.377778e+02
166           	5.384857e+02
167           	5.391883e+02
168           	5.398855e+02
169           	5.405774e+02
170           	5.412640e+02
171           	5.419454e+02
172           	5.426215e+02
173           	5.432925e+02
174           	5.439584e+02
175           	5.446192e+02
176           	5.452750e+02
177           	5.459257e+02
178           	5.465715e+02
179           	5.472123e+02
180           	5.478482e+02
181           	5.484792e+02
182           	5.491054e+02
183           	5.497268e+02
184           	5.503434e+02
185           	5.509554e+02
186           	5.515626e+02
187           	5.521651e+02
188           	5.527630e+02
189           	5.533563e+02
190           	5.539451e+02
191           	5.545293e+02
192           	5.551090e+02
193           	5.556843e+02
194           	5.562552e+02
195           	5.568216e+02
196           	5.573837e+02
197           	5.579415e+02
198           	5.584949e+02
199           	5.590441e+02
200           	5.595890e+02
201           	5.601298e+02
202           	5.606663e+02
203           	5.611988e+02
204           	5.617271e+02
205           	5.622514e+02
206           	5.627716e+02
207           	5.632879e+02
208           	5.638002e+02
209           	5.643085e+02
210           	5.648130e+02
211           	5.653135e+02
212           	5.658102e+02
213           	5.663031e+02
214           	5.667922e+02
215           	5.672775e+02
216           	5.677591e+02
217           	5.682370e+02
218           	5.687113e+02
219           	5.691819e+02
220           	5.696488e+02
221           	5.701122e+02
222           	5.705720e+02
223           	5.710282e+02
224           	5.714810e+02
225           	5.719302e+02
226           	5.723760e+02
227           	5.728183e+02
228           	5.732573e+02
229           	5.736928e+02
230           	5.741250e+02
231           	5.745538e+02
232           	5.749794e+02
233           	5.754017e+02
234           	5.758207e+02
235           	5.762364e+02
236           	5.766490e+02
237           	5.770584e+02
238           	5.774647e+02
239           	5.778678e+02
240           	5.782679e+02
241           	5.786648e+02
242           	5.790587e+02
243           	5.794496e+02
244           	5.798375e+02
245           	5.802224e+02
246           	5.806043e+02
247           	5.809834e+02
248           	5.813595e+02
249           	5.817327e+02
250           	5.821031e+02
251           	5.824707e+02
252           	5.828354e+02
253           	5.831973e+02
254           	5.835565e+02
255           	5.839129e+02
256           	5.842666e+02
257           	5.846175e+02
258           	5.849658e+02
259           	5.853114e+02
260           	5.856543e+02
261           	5.859946e+02
262           	5.863323e+02
263           	5.866674e+02
264           	5.869999e+02
