# Region      : all 
# Cells       : 2174
# Volume      : 3.330704e-06
# Time        	max(T)
0             	2.969000e+02
1             	2.969000e+02
2             	2.995894e+02
3             	3.018583e+02
4             	3.041893e+02
5             	3.065023e+02
6             	3.088020e+02
7             	3.110849e+02
8             	3.133506e+02
9             	3.155991e+02
10            	3.178303e+02
11            	3.200446e+02
12            	3.222423e+02
13            	3.244235e+02
14            	3.265886e+02
15            	3.287377e+02
16            	3.308710e+02
17            	3.329888e+02
18            	3.350912e+02
19            	3.371784e+02
20            	3.392507e+02
21            	3.413080e+02
22            	3.433506e+02
23            	3.453987e+02
24            	3.474337e+02
25            	3.494542e+02
26            	3.514603e+02
27            	3.534523e+02
28            	3.554302e+02
29            	3.573941e+02
30            	3.593441e+02
31            	3.612804e+02
32            	3.632029e+02
33            	3.651117e+02
34            	3.670067e+02
35            	3.688880e+02
36            	3.707556e+02
37            	3.726097e+02
38            	3.744503e+02
39            	3.762774e+02
40            	3.780912e+02
41            	3.798916e+02
42            	3.816788e+02
43            	3.834527e+02
44            	3.852137e+02
45            	3.869617e+02
46            	3.886967e+02
47            	3.904191e+02
48            	3.921287e+02
49            	3.938258e+02
50            	3.955104e+02
51            	3.971826e+02
52            	3.988426e+02
53            	4.004903e+02
54            	4.021259e+02
55            	4.037494e+02
56            	4.053610e+02
57            	4.069607e+02
58            	4.085487e+02
59            	4.101249e+02
60            	4.116896e+02
61            	4.132429e+02
62            	4.147847e+02
63            	4.163152e+02
64            	4.178346e+02
65            	4.193428e+02
66            	4.208400e+02
67            	4.223264e+02
68            	4.238019e+02
69            	4.252667e+02
70            	4.267208e+02
71            	4.281644e+02
72            	4.295975e+02
73            	4.310202e+02
74            	4.324326e+02
75            	4.338348e+02
76            	4.352267e+02
77            	4.366085e+02
78            	4.379802e+02
79            	4.393419e+02
80            	4.406937e+02
81            	4.420356e+02
82            	4.433678e+02
83            	4.446903e+02
84            	4.460031e+02
85            	4.473064e+02
86            	4.486002e+02
87            	4.498845e+02
88            	4.511596e+02
89            	4.524253e+02
90            	4.536819e+02
91            	4.549293e+02
92            	4.561677e+02
93            	4.573971e+02
94            	4.586176e+02
95            	4.598293e+02
96            	4.610322e+02
97            	4.622263e+02
98            	4.634118e+02
99            	4.645887e+02
100           	4.657570e+02
101           	4.669168e+02
102           	4.680682e+02
103           	4.692112e+02
104           	4.703460e+02
105           	4.714724e+02
106           	4.725907e+02
107           	4.737009e+02
108           	4.748030e+02
109           	4.758971e+02
110           	4.769833e+02
111           	4.780615e+02
112           	4.791319e+02
113           	4.801946e+02
114           	4.812494e+02
115           	4.822966e+02
116           	4.833361e+02
117           	4.843681e+02
118           	4.853924e+02
119           	4.864093e+02
120           	4.874187e+02
121           	4.884207e+02
122           	4.894153e+02
123           	4.904027e+02
